1	1	1	160	240	2280	2850;
1	1	1	186	280	2400	2790;
1	1	2	203	390	2030	2640;
1	1	2	192	310	1980	2550;
1	1	3	161	490	1870	2420;
1	1	3	155	570	1700	2600;
1	1	4	140	560	1820	2660;
1	1	4	180	630	1700	2550;
1	1	5	144	590	1250	2620;
1	1	5	148	620	1300	2530;
1	1	6	148	740	1070	2490;
1	1	6	170	800	1060	2640;
1	1	7	161	600	970	2280;
1	1	7	158	660	980	2220;
1	1	8	163	440	1120	2210;
1	1	8	190	400	1070	2280;
1	1	9	160	240	1040	2150;
1	1	9	157	270	930	2280;
1	1	10	177	370	1520	1670;
1	1	10	164	460	1330	1590;
1	2	1	147	220	2220	2910;
1	2	1	148	210	2360	3250;
1	2	2	141	410	1890	2680;
1	2	2	139	420	1850	2500;
1	2	3	136	500	1760	2590;
1	2	3	135	510	1710	2380;
1	2	4	128	690	1610	2560;
1	2	4	131	700	1690	2580;
1	2	5	140	650	1080	2420;
1	2	5	125	625	1060	2490;
1	2	6	140	650	1040	2450;
1	2	6	136	670	1100	2430;
1	2	7	149	580	580	2470;
1	2	7	140	560	560	2410;
1	2	8	145	450	940	1910;
1	2	8	141	410	830	2240;
1	2	9	140	280	650	3300;
1	2	9	137	260	660	3300;
1	2	10	145	510	1210	1570;
1	2	10	145	510	1130	1510;
1	3	1	105	250	2180	2680;
1	3	1	111	244	2300	2780;
1	3	2	100	400	1930	2610;
1	3	2	104	400	1990	2700;
1	3	3	100	550	1810	2500;
1	3	3	95	540	1810	2480;
1	3	4	93	630	1710	2400;
1	3	4	94	658	1755	2305;
1	3	5	100	600	1200	2320;
1	3	5	105	612	1160	2350;
1	3	6	91	640	1080	2140;
1	3	6	94	720	1090	2230;
1	3	7	92	550	870	2300;
1	3	7	120	540	840	2280;
1	3	8	114	460	1150	2290;
1	3	8	114	456	1030	2300;
1	3	9	112	340	950	2240;
1	3	9	112	326	900	2190;
1	3	10	100	500	1370	1780;
1	3	10	106	530	1330	1800;
1	4	1	150	300	2240	3400;
1	4	1	156	280	2450	3200;
1	4	2	156	450	1960	2400;
1	4	2	146	440	2050	2360;
1	4	3	130	570	1780	2410;
1	4	3	150	555	1890	2440;
1	4	4	125	750	1610	2340;
1	4	4	136	770	1580	2350;
1	4	5	132	660	1200	2330;
1	4	5	150	675	1140	2380;
1	4	6	125	750	1100	2550;
1	4	6	138	800	1120	2500;
1	4	7	143	540	850	2320;
1	4	7	150	555	890	2370;
1	4	8	136	460	960	2210;
1	4	8	156	460	1000	2350;
1	4	9	140	380	950	2050;
1	4	9	148	385	850	2330;
1	4	10	150	590	1400	1840;
1	4	10	145	555	1430	1730;
1	5	1	140	310	2310	2820;
1	5	1	131	260	2250	2850;
1	5	2	137	440	2060	2640;
1	5	2	134	430	1880	2450;
1	5	3	140	580	1910	2500;
1	5	3	137	550	1770	2400;
1	5	4	143	830	1720	2180;
1	5	4	135	750	1690	2320;
1	5	5	136	630	1300	1950;
1	5	5	130	650	1170	2000;
1	5	6	131	760	1220	2140;
1	5	6	126	720	1260	2020;
1	5	7	136	540	970	1980;
1	5	7	124	550	880	1950;
1	5	8	133	470	1040	1990;
1	5	8	132	490	990	1920;
1	5	9	141	380	950	2140;
1	5	9	133	330	800	2130;
1	5	10	143	560	1510	1800;
1	5	10	136	510	1460	1700;
1	6	1	125	312	2350	2800;
1	6	1	119	330	2430	2870;
1	6	2	133	420	2000	2660;
1	6	2	125	313	2000	2750;
1	6	3	120	600	1860	2500;
1	6	3	114	570	1830	2570;
1	6	4	119	676	1670	2540;
1	6	4	125	725	1687	2500;
1	6	5	118	680	1150	2560;
1	6	5	125	726	1270	2560;
1	6	6	125	740	1100	2680;
1	6	6	113	670	960	2650;
1	6	7	120	660	1030	2690;
1	6	7	125	720	960	2700;
1	6	8	120	456	1080	2520;
1	6	8	120	450	1140	2600;
1	6	9	125	313	838	2340;
1	6	9	125	288	938	2450;
1	6	10	120	503	1305	1775;
1	6	10	120	505	1320	1750;
1	7	1	186	320	2320	3120;
