2	34	1	230	370	2670	3100;
2	34	1	234	390	2760	3060;
2	34	2	234	468	2330	2930;
2	34	2	205	410	2380	2950;
2	34	3	190	550	2200	2880;
2	34	3	191	570	2100	3040;
2	34	4	200	800	1980	2810;
2	34	4	192	860	1920	2850;
2	34	5	227	635	1200	3250;
2	34	5	200	700	1200	3100;
2	34	6	210	880	1240	2870;
2	34	6	188	830	1200	2880;
2	34	7	207	570	830	3300;
2	34	7	200	700	1000	3130;
2	34	8	240	410	940	3040;
2	34	8	225	450	970	3190;
2	34	9	238	480	955	2960;
2	34	9	208	395	810	2900;
2	34	10	200	500	1850	2100;
2	34	10	200	560	1750	2100;
2	35	1	225	270	2760	3550;
2	35	1	240	290	2700	3350;
2	35	2	245	460	2500	3220;
2	35	2	220	410	2400	3240;
2	35	3	220	620	2300	3200;
2	35	3	210	630	2300	3170;
2	35	4	220	820	2180	2850;
2	35	4	195	740	2120	3070;
2	35	5	240	800	1300	2900;
2	35	5	225	760	1400	2830;
2	35	6	214	850	1120	2620;
2	35	6	190	880	1220	2850;
2	35	7	228	460	900	2830;
2	35	7	222	440	880	2850;
2	35	8	250	500	1040	2750;
2	35	8	245	490	1000	2720;
2	35	9	250	400	940	2720;
2	35	9	245	410	860	2700;
2	35	10	225	440	1560	1750;
2	35	10	210	420	1600	1750;
2	36	1	210	290	2700	3020;
2	36	1	215	280	2630	3240;
2	36	2	211	420	2300	2950;
2	36	2	211	420	2220	2980;
2	36	3	207	640	2120	2900;
2	36	3	221	700	2000	2900;
2	36	4	212	1000	1830	2820;
2	36	4	204	980	1800	2820;
2	36	5	205	780	1410	2720;
2	36	5	208	710	1450	2750;
2	36	6	205	950	1280	2600;
2	36	6	210	870	1260	2740;
2	36	7	203	610	900	2710;
2	36	7	210	630	840	2700;
2	36	8	211	440	1050	2780;
2	36	8	210	420	1050	2740;
2	36	9	222	380	860	2500;
2	36	9	208	330	750	2740;
2	36	10	208	580	1450	1720;
2	36	10	212	540	1560	1900;
2	37	1	210	294	2800	3100;
2	37	1	222	270	2880	3160;
2	37	2	202	420	2430	3030;
2	37	2	212	420	2370	2930;
2	37	3	200	580	2180	2770;
2	37	3	217	540	2160	2770;
2	37	4	200	820	1970	2620;
2	37	4	210	840	2000	2700;
2	37	5	208	690	1200	2900;
2	37	5	201	666	1206	2900;
2	37	6	200	800	1200	2920;
2	37	6	190	760	1140	2850;
2	37	7	200	560	760	2800;
2	37	7	207	560	770	3000;
2	37	8	215	430	1075	2580;
2	37	8	213	430	1000	2700;
2	37	9	220	330	840	2550;
2	37	9	213	280	850	2500;
2	37	10	205	430	1800	1930;
2	37	10	200	420	1740	1960;
2	38	1	175	350	2800	3160;
2	38	1	187	338	2870	3300;
2	38	2	200	400	2540	3200;
2	38	2	210	420	2680	3000;
2	38	3	180	518	2470	3200;
2	38	3	200	600	2400	3150;
2	38	4	171	773	2000	2870;
2	38	4	175	875	2100	2970;
2	38	5	183	733	1468	2700;
2	38	5	200	740	1280	2900;
2	38	6	178	730	1210	2740;
2	38	6	175	735	1220	2850;
2	38	7	160	560	960	2850;
2	38	7	192	536	850	2850;
2	38	8	212	424	1040	2780;
